	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')
('UBE2T phospho S184', 'Data-Type: phospho')	1.49631515651	0.180625206541	0.884540127636	-0.308888729148	0.443501097483	0.540602624959	-1.02753973415	-0.241735590481	0.614186647478	0.00341009971619	1.33383556162	-1.05388886602	-0.641012582363	-2.6125802447	-0.39599892217	1.72449016388	-1.87498326358	0.887398723648	-1.93588657068	-0.987807776216	-0.505321013581	-0.0699627362522	0.144667093822	0.427838154992	0.443501097483	-0.242877109873	-0.455763015324	0.230904318187	0.807548922849	1.08154580914	1.43771386279	1.42500411894	0.210535280079	0.0688309654326	-1.06235995101	-0.622586367476	-0.347802560166
('IQSEC1 phospho S180', 'Data-Type: phospho')	1.12059006285	0.417382842275	0.14831446554	0.14831446554	0.551674244508	1.70202789269	-0.352692688238	0.0	-0.871753823885	0.71813753523	1.86434645894	-0.278798248373	-0.987788744443	-1.0939060374	-0.304048220289	-0.517838080417	-0.445779067521	0.978222676814	-1.3389842744	-1.68994390249	0.0	0.0	0.0	-0.258186429074	0.680501333096	-0.649085449441	0.0630690395582	0.0	-1.22579147307	0.624026836637	0.794825060715	1.96715919787	0.326284713583	0.166145847787	0.573065483037	-0.63374956715	-2.19574215048
('SYNJ1 phospho T1220', 'Data-Type: phospho')	1.27100291445	0.659004341717	0.0529112495378	0.842322881736	-0.317226457597	2.37324592221	-0.021489019273	-0.338699422305	-0.0436183300338	1.2358737905	1.27100291445	-0.975909450867	-1.35629471811	-0.233434676903	0.886007064893	-1.83083815664	-0.698321753932	-0.541340877421	-0.237935230269	-0.951457437031	-2.22184808653	-0.861934720877	-0.137042173791	-0.45212310594	-0.121403531312	0.636247050888	1.29888439947	0.84010846901	1.49039532322	0.19177920101	0.931852021045	0.829798239302	-0.169485664143	-0.675246254853	-1.06280411034	-1.05924860994	-0.502733995316
('SYNJ1 phospho S1223', 'Data-Type: phospho')	1.35013768082	0.752051200124	0.173868916973	0.965009349294	-0.221253028389	2.43520534909	-0.0384272428021	-0.275024172709	-0.177403944554	1.25524390168	1.25711739411	-1.0723727652	-1.29025255973	-0.225956324254	0.959610051828	-1.71639121086	-0.642026715521	-0.652077192992	-0.357803791932	-0.852891889658	-1.84794492854	-0.690094940787	-0.142078018057	-0.335279681854	-0.419342269439	0.683109806285	1.39648967218	0.829174909257	1.40116908746	-0.0160467521317	0.858554357348	0.969253032895	-0.372123676039	-0.97005973031	-1.08736031466	-0.924013949221	-0.959769609688
('KDM1A phospho T59', 'Data-Type: phospho')	-0.0721455836987	0.509626748018	0.930635159904	1.00320038668	1.04556972332	2.0739519987	1.10437767531	-0.887281227917	1.21849658544	1.10040259968	0.574429879119	-0.373328344821	-1.23856556672	-1.00050498317	0.55744621539	-0.656045044889	-2.16275112598	-0.398398066855	-0.941157037916	0.35707715784	-0.742995383782	-0.712511219915	-0.0362563075512	-0.914037977849	-0.155077314946	-0.423062355413	1.20671188474	-0.828616538073	1.21849658544	0.225177012227	1.29530325899	0.918584867908	-1.17291090007	-1.01547819659	-1.53767920315	-0.77605688972	0.705371530328
('ZMYM4 phospho T217', 'Data-Type: phospho')	0.0	0.0	0.0	0.0	0.440407452501	0.91650216973	-0.577077663347	-0.297129528293	0.306278429619	0.43451999629	-0.221515557668	-0.324529944599	-0.458831170803	-1.65459032909	-0.517695838373	-0.394945483796	-1.33527557626	-0.478087758977	0.111901492781	0.406366321786	0.247026885254	-1.69218991343	0.269437543913	-1.02712393171	-0.121715871742	1.00847482356	1.25885987882	0.510697744263	1.98313292365	0.931133691567	1.68486554253	2.24601460304	-1.08861456726	-0.994644472817	0.0	-1.29782086199	-0.273831029145
('LMNB1 phospho T575', 'Data-Type: phospho')	0.516563921217	-0.482774844461	0.251336507723	0.67772883263	0.159834910023	-0.162483616042	-0.953468683188	0.333470313224	0.159834910023	1.15147399785	-0.0697166397297	-1.09798890495	-1.46968673881	-1.88730829979	-0.595564451681	-0.00990166913341	-0.943987090209	-0.210008263958	0.0832220235684	0.284297405101	-0.226807047434	-0.342499458155	-0.116584273787	-0.307398277971	0.86887830492	0.501791167176	-0.0668055107477	-1.07787003339	2.23654508063	0.627662890083	1.17933849222	3.55933162335	-0.919782527287	0.275152336911	-0.942078187511	-0.341742668168	-0.64200553024
('NUP133 phospho S27', 'Data-Type: phospho')	-0.385806226598	-0.964478125691	-0.249210684164	-0.479783166224	-0.305338460396	-0.0694419352015	-0.193245130376	-0.0694419352015	1.12363593213	0.505518805702	1.37248559587	0.170934872278	-1.32382565192	-0.597367307523	-0.581871628196	-1.28936554266	-1.02889216847	-0.858721128096	-0.116102218299	0.224767259227	0.0752108309515	-0.0985822044274	0.478013942972	0.776676485948	0.914145255257	0.0642820147147	1.7178205521	-0.83679975169	1.59341956177	0.868827741017	2.23720055972	1.91383345961	-1.13972016739	-0.623120580139	0.0	-2.15708504073	-0.66857381587
('PDPK1 phospho Y248', 'Data-Type: phospho')	1.33172538658	-0.0393679004809	-0.0733431652746	0.201513953704	0.462269352376	0.589308870224	-0.547927671905	1.06533509432	0.0291513718073	0.102404579579	0.523757956401	0.185602232676	-1.86230618735	-1.81035932423	-1.70921197782	-1.71928569179	-0.487611911835	-0.473956765763	0.0473292369414	0.176184779781	2.15020362293	1.04673514998	0.706919947851	-0.322047991636	0.0360693068578	-0.495824087171	0.298694403048	-0.384427609282	1.21475794515	1.28335865301	-1.36105352686	1.88842052811	-1.34264437021	0.211684752246	0.48852872845	-1.10227718657	-0.308310483856
('CENPF phospho S3150', 'Data-Type: phospho')	0.552492616587	0.311868534803	0.634325154799	-0.0654589730973	0.13586708958	1.11559462919	0.866723165948	0.0	0.38919027549	-0.652995181438	0.361196155762	-0.119520495049	-1.83725951861	-1.52627328626	-1.17151722978	-1.00453369019	-1.82889276417	-0.813458776514	-1.41018769221	0.113422319488	0.0	0.0	0.0	-0.155173113808	0.251717064594	-0.266284598868	0.680975690106	0.0	2.17741311743	1.37052300344	-0.117633077654	2.08469455791	-0.22483660774	0.808824894563	0.520277092269	-0.384230813489	-0.796849543077
('PPFIA1 phospho S708', 'Data-Type: phospho')	0.743833382935	-0.118538546181	-0.406737825899	-0.0465323634921	0.771815541685	0.0756584263956	0.506041903417	0.146167032571	0.740744167431	-0.557814283244	-0.0418176426746	0.00567701130602	-1.43897432651	0.156020504273	0.790536898916	-1.59012268778	-1.42491396363	-0.663046331141	0.764721357741	1.95608440968	-0.293243120542	-1.71792836752	0.388547538828	1.51697611211	-0.192377034982	-0.463140233571	0.729437912731	-0.982825229137	0.914891269208	1.78377023863	0.684198823262	1.64810598827	-2.23865991773	-0.467256956833	-1.13774853352	-0.646128945783	0.104577790787
('CEP170 phospho S1205', 'Data-Type: phospho')	0.186345084295	-2.10193022254	0.873810327631	0.188527725615	0.120555371937	0.0634185273785	1.24750888965	-0.726809565577	0.156646953319	-2.40766383527	0.296265050657	-0.457133090972	-1.13260025428	0.676193661235	0.749126348579	-0.804663098957	-1.13801846482	-0.875056433019	0.149816811203	0.791015087104	1.17594664662	-1.06793338081	0.141176096697	-0.164386027805	-0.203782282583	0.34836259135	0.130042004125	-0.045848398951	1.21259994387	0.443310511185	2.01662017281	2.34323859275	-1.35450777514	-1.00338974336	-0.0308422335149	-0.0190840135856	0.22312242319
('TPR Rme1 R2111', 'Data-Type: Rme1')	0.5877496153	0.299238057053	-0.587942321619	0.108928510016	-0.196151107706	-0.865627838181	0.321437667113	0.344092786621	-0.58235091259	-0.294732991229	-1.51069138978	-1.3991540291	-1.2881672089	0.39488986734	-0.253476885059	-0.510236098991	-1.21581024064	-0.653720458134	-1.82861673146	-0.874653089346	1.03801545958	-0.537952330637	-0.0436742150463	0.608867502722	-0.186441623982	0.261221833032	0.411317085096	1.00643093926	2.52325425651	0.557889975856	1.64177599222	2.77124060161	0.1835602214	0.104318868429	0.0	0.148308910621	-0.483138677369
('SUV39H1 phospho S391', 'Data-Type: phospho')	0.550186291003	-0.392849904442	0.563386423486	0.194903535698	-1.44036580967	-0.655117747204	-0.994120014561	-0.52812792971	-0.551977696214	-0.109674740409	-0.669682095027	-1.849437366	-1.3043646243	-0.326349637297	-0.792735973507	-0.318392018326	-1.82467237871	-1.12837098114	-0.690663806588	0.411343692659	-0.0134516859458	-0.56721997424	-0.624046345589	1.3031235929	1.2577839553	0.142402856717	0.277320558562	-0.339837777865	1.36170361291	0.541332929173	1.90476130468	1.79655512872	1.24019273984	0.186737150716	1.87462926658	0.791274265193	0.723821202611
('SRGAP2 phospho S206', 'Data-Type: phospho')	-0.237619830829	-1.04734484438	0.315053343111	0.328449618595	0.47050213338	-1.10124575884	-1.68605332389	-0.795784594312	0.531168721357	0.783881907429	-0.965692941418	-0.74251813818	-0.433929113021	-0.00232884832662	1.34385019281	-0.521440204224	-2.01610163806	-0.558575114684	-0.237619830829	0.76657949803	-0.75263357779	-1.5125796466	0.340685780761	0.445657402148	0.550288958006	-0.0805780209644	-0.416537664049	-0.00582178948207	2.52676174981	1.82454990436	0.883420944811	1.60228678605	-0.344296933386	0.936001490957	0.116446797947	0.917411755787	-1.22429517209
('NUMA1 phospho T2000', 'Data-Type: phospho')	-1.47608674365	0.286058032593	-0.100082042441	0.360463801141	0.728952761775	0.71898809438	-0.133114127118	0.349899203592	0.326212490192	0.878334798135	-0.69145427051	-0.995306502368	-1.3132094678	-1.12158429878	-0.898263026993	-0.530801657164	-1.68212050886	1.34391818367	-2.31421001439	1.43150703092	0.388858883339	-0.348187542912	0.17704333288	1.16735745602	0.386802050477	-0.0359809585948	-1.02589341192	-0.512084972414	1.70866436996	1.45959977737	1.33164305774	1.54233807348	-0.313484249868	-0.518022210449	-1.03310852632	0.0274901665871	0.428862968307
('NUMA1 phospho S1887', 'Data-Type: phospho')	-0.418370824291	1.16584582849	-1.22980375516	0.587711540248	1.05190982617	1.40496411523	0.13447003136	2.07906269948	0.207083644075	0.127436560716	0.0184152523042	0.0184152523042	-0.72456499703	-1.12066611138	-0.012577632234	-0.0507764937493	-0.165623119642	1.45396686079	-0.619127338305	0.466770409773	-0.349992354741	-0.168446496368	-0.273816652345	1.20284003982	0.621261472371	-0.504766953216	-1.61871922087	-0.926022038368	0.845055280726	1.89662771604	-0.26605453266	1.42354598913	-1.45887891894	-1.32818468262	-1.69355771809	-1.06724189847	-0.708190780519
('TMPO phospho T160', 'Data-Type: phospho')	-1.62335275841	0.970637686389	-0.169471433023	1.88045848821	0.0265608975578	1.76708788483	0.96137325803	0.446626236836	-0.172387195358	0.851318912812	0.314448431535	0.497307109885	-1.243218141	-1.97861102783	-1.19662584921	-1.18709712778	0.176045498247	-0.778555230759	1.02323271318	1.34411003874	0.865380924799	0.401284436928	0.090730783379	-0.405597001808	0.681432267957	-0.211967965628	0.231733122984	-0.29574115342	0.543795896119	0.988385379826	0.222955336856	0.409855369573	-1.64849670171	-1.70480632912	-1.59713308285	0.078151022144	-0.559850698907
('NUMA1 phospho T2015', 'Data-Type: phospho')	-1.42452942333	0.410058888528	-0.437436855746	2.10175754463	0.720545391198	0.957631593552	1.19319254225	0.784958509228	-0.233184182598	0.794956546735	-0.399141945601	-0.0948296661165	-1.52228958839	-1.44128479747	-0.322440933661	-0.847095388216	1.2284570108	0.799670127328	-0.54469318626	1.10148266618	-0.0433957328482	-0.23523677191	0.0303132633577	0.368220575956	-0.150920844347	-0.397313875308	-0.589315921279	-0.0652609952906	0.994075760459	0.809508961676	0.757192349134	0.693521388451	-2.50026093797	-1.91058658063	-1.36188599957	-0.115955592979	0.891516100043
('RSF1 phospho T1305', 'Data-Type: phospho')	-0.701579970715	0.391637786376	0.669641815737	0.453280521696	-0.0607392167599	0.0544852293982	-0.195797853536	1.58482292944	-0.146963928171	0.646065803611	0.07499813515	-0.690884336622	-0.558569666037	-0.951965296912	-0.0990895057522	-0.410623241807	-0.232645082745	0.783884239244	-0.146963928171	-0.715885185038	0.259731458815	-0.579902942461	1.10737316741	1.16106679972	-1.4720616106	0.304831723334	0.213025712699	0.444647488663	1.50424604311	1.96306987108	-1.028597098	1.25119870994	-1.12346162292	-2.73189155783	-2.02904557925	-0.22039490164	1.22905508954
('RSF1 phospho S1310', 'Data-Type: phospho')	-1.73379897055	-0.731038641417	-0.255021016879	-0.558391483113	0.133630676016	0.21739269708	-0.0244921780017	1.7400400965	-0.980533634629	-0.522296501628	-1.41840750841	-1.80850324668	-0.873131581069	-0.964328370886	0.0200730956171	-0.646481409108	0.20206213668	0.793198308957	0.538722581355	-0.0348855005955	0.641675612061	-0.00378975805325	1.42047168537	0.95835589505	-0.986906531268	0.332453955361	0.430648320287	0.728703307511	1.36999959659	1.80883350983	-0.408943250758	1.33054337524	-0.286160313481	-1.74398466751	-1.02473902691	0.811676440521	1.52735230091
('IWS1 phospho T725', 'Data-Type: phospho')	-0.783573268051	-0.0844091061836	-0.523894143668	-0.273981407754	0.52141233397	0.532190724187	0.782661800409	-0.887682901453	-0.315851379341	0.0587309559659	0.118974205369	0.417869608877	-0.143050424585	0.814304188445	1.1022657754	1.22181038385	-1.20341313111	-0.896220123343	-1.3718111725	0.74016538245	0.174300336483	0.0778580756783	0.575325253221	0.714071901288	-1.07026733089	-0.706830106565	0.997702522807	0.128017389708	1.78036045623	1.24940334918	1.22181038385	0.876536475953	-1.91811308881	-2.15375149712	-1.9863199544	-0.867251850332	1.08064938279
('CENPT phospho T27', 'Data-Type: phospho')	-0.0179140177517	0.139653875866	0.359134631524	0.89800244977	0.114214260925	-0.220601068947	0.684895240795	-0.378698934436	0.359134631524	0.345618645772	0.0264700445882	-0.695165918479	-0.648826636148	-0.894749049024	0.0318542020573	0.1657481072	-1.37493957263	-1.0377040654	-1.75517923452	0.590997818382	0.544506878658	-0.63129537983	-0.068346224284	0.509584693307	0.330545487253	-0.272412014458	0.68020395119	0.34213868559	3.53082471418	1.43657285434	-0.0880822870677	1.01031770141	-1.29311499464	-1.4268082335	-1.40411003848	-1.17590336865	1.2834321639
('EIF4G1 phospho T211', 'Data-Type: phospho')	-0.459758467558	-0.264650666916	-0.498574598294	-0.616866366204	0.878533774652	1.51640007439	0.955038484532	-0.0477060455379	-0.077903652526	-0.337846636585	-0.527627547055	-0.425351106988	-0.710187522548	-0.96332057725	0.701730231781	0.0402655413523	-0.833747162158	-0.56967606306	0.0642801172351	0.811265468424	0.706755207636	-0.200716439949	-0.167441765326	0.426473778022	0.213521608095	-0.165251139268	0.722126012446	0.13481586968	2.03907902501	2.87370560256	-0.29500706184	0.36055533226	-2.32783692885	-2.33570692303	0.0	-0.96332057725	0.343951120122
('EIF4G1 phospho T207', 'Data-Type: phospho')	-0.30038645441	0.460782515017	0.165711927495	0.139806665658	-0.186660253536	0.683075944614	-0.0212452660839	-0.579488356601	0.0831235693527	-0.142265963169	-0.464314840249	-0.666405690243	0.426796826259	0.240147344047	1.7482593914	0.922773194208	-1.31292748856	-0.773572495525	1.30300181631	0.806570533981	0.540922486985	-0.398223738881	-0.456866062672	0.217593403203	0.608703663822	-0.327541059825	1.00183161799	-0.175569259738	1.77547842199	2.30321739723	0.370336954236	-0.325591337312	-1.61695865039	-1.73450405206	-2.34932192055	-1.79315796676	-0.173132817229
('EIF4G1 phospho T205', 'Data-Type: phospho')	0.429693478141	0.63907685557	0.611349803353	0.291221240946	-0.275453448711	0.229583675455	-0.334108206992	-0.411289692339	0.415722371647	0.0172284861943	0.0311530112748	-0.372576731452	-0.017092382683	-0.0255623980637	1.31928130097	-0.560702616765	-0.802122631252	-0.810329267027	1.01789711044	1.63230395513	0.747921899103	-0.563524993542	-0.745660193048	1.38395493135	0.683171510646	-0.0531646815309	-0.571364365596	-0.11404051222	1.50497132657	2.05323046764	0.491291531311	0.72887121376	-1.35813536621	-1.984516731	-1.72096295164	-2.41088950207	-1.09642749737
('IRF2BP1 phospho S436', 'Data-Type: phospho')	-1.03428077252	-0.162506870252	-0.242569428422	0.105571907242	-0.890729760796	0.942719681257	-0.908715747346	-0.579264901423	0.524848467216	0.283431668089	-0.468239117849	-1.20196697101	-1.36758283272	-0.542135096499	-0.503115818938	0.0945103709144	-1.58467525782	0.080651435217	0.400036982334	0.874485859743	-0.0950580468852	0.567394443679	-0.00631484378805	0.847857422198	0.73968354669	-1.67945631778	-1.37889596469	-0.0865068945831	2.01860912858	2.81324962584	0.992715981232	1.64667846027	0.0703830365189	-0.365836224546	-0.955180102527	0.0317819064388	1.01842104693
('BCLAF1 phospho S690', 'Data-Type: phospho')	-1.31078918515	0.155261560074	-0.66027282256	0.372840240266	-0.803798834542	0.67642593778	-0.483627691429	0.0	0.0918738185847	-0.0847190873114	-0.203252988593	-0.619961690139	-0.350879097081	-0.781271127905	0.9268956467	-0.526282965695	0.62414460116	-0.408878547051	0.0844385081582	0.383365896612	0.0	0.0	0.0	-0.418059508536	0.0275145561208	-0.331077456706	-1.17101630592	0.0	1.96914695563	1.84814698181	1.62457396434	2.29136978483	-0.262744288707	-1.67824430562	-1.25248982002	-1.08766640296	1.35903367386
('KANSL1 phospho S1045', 'Data-Type: phospho')	-1.01061349761	0.856250851397	0.186860493133	-0.510093363808	-0.224939859438	-0.0233148066099	-1.13921901782	-0.133482753697	0.0	0.0	0.0	0.0	-1.08894991149	-1.08894991149	-0.347120991498	1.19519419831	-0.271521630097	-0.77945945167	-0.694790520648	-0.00151023344132	-0.388217967568	0.796353434198	0.793656489048	0.0898756937785	0.293295847187	-0.381836577686	-0.0913168401587	-0.931499109461	2.92350122327	2.27566005359	2.07562650906	-0.187267905956	0.335021317097	-0.626017442228	-0.957588322152	-1.19054076245	0.246954766895
('WHSC1 phospho T544', 'Data-Type: phospho')	0.393917848879	0.943172417823	0.355688681176	-0.485796175642	-0.0184102362557	1.29923125996	-0.0570372468484	-0.539018933302	0.136587162524	0.247149239344	-0.764794294757	-1.32620773708	-1.33406704087	-0.782345903563	0.225810493916	-0.366096289214	-1.26463140702	0.695245236702	-1.14966090539	0.0136339680393	1.13861285229	0.307215763632	-0.521148178005	-0.033330079645	1.06286375394	0.636986020928	-0.414399443255	-0.858308812482	1.40162092548	1.54169326664	2.56593430182	1.35171262986	-0.929312334823	-1.11257742293	-2.01509712322	-0.922199101679	0.577362843026
('KIF18B phospho S645', 'Data-Type: phospho')	0.894533987345	1.48825043335	0.839956605849	-0.393173252478	0.15395373051	-0.513755782806	0.271548614845	0.49849730092	0.47446822639	-0.710163612596	-0.98708035602	-1.8850568007	-0.0542467387867	-0.648344978125	-0.544764216375	0.898147386974	-1.36223126368	0.01577048998	-0.582460585697	0.115961940543	0.158929372452	-0.683153886429	0.949696463077	-0.471690754585	-0.0542467387867	1.5531744701	-0.469069638815	-0.99309656649	1.38074366817	1.56150154668	2.32599186263	1.31374842252	-0.967087545475	-0.631385699109	-1.94016824322	-0.819363605375	-0.184334256779
('MTA2 phospho S548', 'Data-Type: phospho')	1.27511707475	0.293618007365	0.402243943217	-1.08804934134	0.992429322824	1.52376702548	-0.00270703662347	-0.0150522931341	1.45412213034	0.600829218333	0.765153965424	-0.782448900107	-0.76999872716	-0.0598356070654	-0.351325092825	0.617740425819	-0.72897107616	1.26892540648	-1.31985397912	0.518119553135	0.200595041534	-0.86189371735	-0.0641148185576	-0.804501984887	0.83475613935	0.553240437467	-1.98327568809	-0.0977074583428	1.54532599207	1.1245760076	0.659076012236	-0.386598836291	-1.79678866624	-1.85590867713	-1.550610237	-0.765071865603	0.655078299626
('SETDB1 phospho S1066', 'Data-Type: phospho')	0.0341843584593	1.14777330775	1.62811159229	1.21719264888	-0.05260187513	0.573394040696	-0.0417871675693	-0.232247210563	0.120547295697	-0.0135978624232	-1.45094006057	-1.80243364415	0.0496473579183	-1.41979799185	0.674510796891	0.529336311238	-1.76951444447	1.5534123188	-1.24664127842	-0.757301013099	-0.105881803161	-1.2410508701	-0.396524042803	0.650097575135	1.3569516902	1.21034481811	-0.190613299253	0.243007523001	0.989160341489	0.975753852993	0.926893107478	0.272917772777	-0.838065417059	-2.20243839298	0.16596505429	0.0636141366902	-0.621379527181
('RAI1 phospho T1136', 'Data-Type: phospho')	0.0	0.0	0.0	0.0	0.113653021573	0.805541792606	-0.641854257213	0.0853242191349	0.805541792606	0.507777978345	-0.873639556748	-0.979776394865	-0.0306312836028	0.82452622784	1.19450929883	0.35808613763	0.402661309927	2.43501334656	-1.46771636718	0.156507892096	-0.245255313637	0.179701618794	-0.818020463109	0.389523445025	1.48005565066	1.75166104828	-0.174032160512	-1.07936772377	0.566214321334	0.0500069788808	0.82452622784	-0.425781003925	-1.51388572454	-1.91870592289	-1.58048697633	-0.766685804717	-0.414993354935
('MDC1 phospho S1570', 'Data-Type: phospho')	-0.795461387454	-0.562186230175	0.122120788303	0.602870588708	-0.480338603294	0.284485061219	0.111157330257	0.550461166125	1.19898754194	-0.472576076606	-0.478385528671	-1.49061829775	-0.0112366700912	-0.519309348431	-0.472576076606	0.709760245203	0.563520872987	0.67724663584	-1.29711709126	0.873883609782	-0.726464111732	-0.891254643781	0.0569666396544	0.517953239162	0.696075997451	2.67865127996	-0.457100450066	-0.810751246752	1.80024859805	1.96995956803	0.440880501029	0.282597009917	-1.89649859467	-1.31315252616	-1.4546254051	-0.621472759014	0.61329837399
('CNN3 phospho S215', 'Data-Type: phospho')	0.96082127315	-1.37019928027	0.402059788667	-0.243741108626	0.691805021376	0.298650625493	-0.146875906404	-1.10507745445	0.108654366367	0.292547512948	-0.410940196412	-1.23527444535	0.0	0.0	0.0	0.0	-0.230130131925	1.71340004484	-1.18655052447	0.765065019507	-0.971671698507	-1.09219612508	-0.621753492572	0.332595252485	0.380782896373	0.855893381016	1.49663304642	-0.909064533292	2.47314801729	1.45978299094	0.0	-0.192432023864	-1.64607641066	-0.553232629481	0.0	0.324056937671	-0.640680213168
('SSBP3 phospho T360', 'Data-Type: phospho')	1.59532176586	-0.486155372597	0.343509289746	0.427460671011	0.117706686129	-0.209747388077	-0.0163355254776	0.144547329103	0.509571908577	0.86922502237	0.0738062526035	-0.551211984781	0.17351648063	0.0319629878634	0.484335753595	-0.0941165430939	-0.205576672034	1.07957955004	-1.42837114004	-0.208765938097	0.513518874104	0.00265486133492	-0.404960066015	0.200816507669	-0.19497563498	-0.418617753599	-0.00763574669407	0.946541330516	2.02806941312	0.973591904964	1.98822451685	-0.365721488604	-3.39720331205	-1.78937730182	-0.852825537654	-0.927295677307	-0.945068023168
('BRWD1 phospho T687', 'Data-Type: phospho')	-0.534367320266	0.0232132159168	0.0670302042638	-0.0391525853252	-0.0175526588592	0.681032161306	0.97657566103	-0.0310512645973	1.38890953663	1.05623987209	0.340448021764	-0.312522248614	-1.00241919461	-1.51470647211	0.822096366443	-0.293714668108	-0.0485635806369	-0.497453459972	-1.197861211	0.837969763055	-0.281839950276	-0.149710670811	-0.640970593502	-0.106365774336	1.32423437519	-0.0888031589421	-0.0759577532564	0.828625537117	1.7163682572	0.426406887834	2.26608832199	0.352680829694	-3.16771704079	-0.375635000038	-0.305501047921	-1.26668169486	-1.1593716627
